Id,SalePrice
1461,128846.1601427494
1462,151521.00115891054
1463,176136.11954156955
1464,186771.93657828282
1465,192499.83300137363
1466,188892.13898809525
1467,179579.15634920634
1468,177841.70214803313
1469,182760.4945256133
1470,120105.70651154402
1471,208159.95952380952
1472,94373.06718073593
1473,99230.00009920636
1474,148650.92378787877
1475,115601.45535714284
1476,355590.1191369048
1477,267827.0961706349
1478,302887.6963988095
1479,288498.0452930402
1480,465628.0739583334
1481,300950.3731150793
1482,210431.7114944084
1483,184236.55532738095
1484,166926.31876984128
1485,175872.92549603173
1486,204561.85952380954
1487,304601.02832341276
1488,249302.04470238095
1489,200062.6438320014
1490,224348.58436778496
1491,196046.8214375902
1492,108594.31160714287
1493,178468.09434704186
1494,300078.1073448773
1495,290517.0452940116
1496,235180.8008161977
1497,171320.58870039682
1498,155068.95760912698
1499,153108.4857043651
1500,159130.49280122656
1501,175254.43698350264
1502,157126.8112851038
1503,290831.3175992063
1504,233936.27126082248
1505,219721.37634199136
1506,172944.0579455267
1507,247655.46101190476
1508,180564.39125180375
1509,160220.52678571432
1510,150331.56140873017
1511,144667.17376984126
1512,167067.88244047618
1513,149012.23219780222
1514,163592.8680753968
1515,199201.3833658008
1516,167221.7061309524
1517,157126.70297619049
1518,133820.7842397186
1519,224914.76805555559
1520,136092.85277777776
1521,140618.4105357143
1522,161575.09087301587
1523,114373.77686507939
1524,121078.70309523807
1525,126828.14655340397
1526,133059.41261777436
1527,107100.13345689033
1528,128102.40563492065
1529,138714.09063852817
1530,161916.46956168834
1531,134598.85069444444
1532,107824.7799693362
1533,139586.12103174604
1534,122148.40832972585
1535,150888.62544733047
1536,116836.33557720056
1537,110457.44958125209
1538,169158.3318452381
1539,212354.14763888894
1540,133261.03112193363
1541,144910.7737698413
1542,140977.6854761905
1543,200527.8593939394
1544,92094.33928571429
1545,105616.45973665225
1546,127850.06488095238
1547,137448.5393452381
1548,125096.47859126984
1549,115952.0873015873
1550,150562.51071428572
1551,123151.43785173162
1552,150262.03012265515
1553,141954.82896554834
1554,111417.54492063491
1555,170125.5717532467
1556,106500.07856150794
1557,134872.27751082255
1558,104989.01551587302
1559,117599.78867243866
1560,145707.66269841266
1561,167484.5034532828
1562,124596.83605158732
1563,123762.9180037957
1564,163150.50282738096
1565,156133.26408730156
1566,211157.440494228
1567,96733.05476190476
1568,219673.42625846373
1569,159876.59892857145
1570,132519.99444444443
1571,134000.1729563492
1572,142736.45832574696
1573,246287.86848214286
1574,141957.75297619047
1575,212581.48347222223
1576,237856.77078012266
1577,197497.50371753247
1578,147542.80262896826
1579,144785.65246004
1580,187735.4524817272
1581,138228.1975108225
1582,125121.38373015872
1583,317509.0777281746
1584,241962.2666378067
1585,139941.8530393218
1586,82422.55300324677
1587,105772.09892857145
1588,137166.9902886003
1589,112275.23548611111
1590,139201.2336183261
1591,97487.31934974749
1592,138494.7136904762
1593,121830.04420634921
1594,135896.91012265513
1595,140387.22817460314
1596,217717.8703463204
1597,162579.88231601732
1598,185119.05502823566
1599,175798.83851190476
1600,180751.5312301587
1601,75886.50307539683
1602,113063.19265873017
1603,91530.42037157287
1604,276959.34694444446
1605,247590.69271554844
1606,167167.26563492062
1607,171600.35652680654
1608,217144.53053571424
1609,195693.4853796204
1610,159637.53089590967
1611,150245.05371642247
1612,180778.04315476186
1613,173984.3808531746
1614,125815.04882215007
1615,88306.80952380953
1616,83642.58779761904
1617,90329.93531746032
1618,121827.26272546896
1619,136480.7614968365
1620,179782.16636904766
1621,146596.40977182542
1622,141234.65298395447
1623,286156.3431457431
1624,229048.58011904755
1625,125338.3833333333
1626,174488.5206168831
1627,189323.0079004329
1628,267189.8873412699
1629,176576.15975829723
1630,342519.92978715734
1631,199677.89039321788
1632,239248.1507638889
1633,172684.064010989
1634,185890.12118663342
1635,176738.1998376623
1636,168672.5956349206
1637,182298.8117063492
1638,213504.5230311356
1639,185246.44494047618
1640,232348.85703463206
1641,176644.8007936508
1642,226106.51113095236
1643,222763.7438979076
1644,223363.35511904763
1645,180743.6195734127
1646,161388.29342532466
1647,159215.5947420635
1648,138482.09126984124
1649,134836.2484126984
1650,119818.38744588746
1651,119708.53589826841
1652,93632.48027597404
1653,92520.99833152958
1654,152521.61037518037
1655,147947.70176240426
1656,150253.60892857143
1657,152230.0825974026
1658,153028.19604978352
1659,123301.54166666666
1660,151678.64514539205
1661,456573.4263555196
1662,365200.3630708875
1663,381009.437827381
1664,448106.5372916668
1665,330962.7089781746
1666,341414.0612040043
1667,343653.2619101732
1668,338470.34846230166
1669,307119.23674512986
1670,354752.2289041515
1671,261608.50861610606
1672,451870.2134523811
1673,296925.91528769844
1674,255366.665109127
1675,196721.22158730158
1676,194497.95831349207
1677,213859.3770364357
1678,419669.34078373015
1679,380180.4333730159
1680,338956.5768948412
1681,249259.55538600287
1682,312737.02044642856
1683,189630.3422619048
1684,173118.90258387447
1685,176807.07363906928
1686,176074.73145833332
1687,172460.86125992064
1688,195388.9952335165
1689,189936.9908730159
1690,179021.10867153676
1691,177569.68840367964
1692,260471.1117956349
1693,170698.89246031747
1694,179250.40703463202
1695,168871.58417242477
1696,285587.82802579366
1697,169225.95409035406
1698,337521.7286372655
1699,332630.2530952381
1700,241282.1885227273
1701,259198.1156349207
1702,262804.2444642858
1703,265419.68938492064
1704,294087.41255952383
1705,225166.77396554832
1706,432222.2652480159
1707,218168.6071878816
1708,215783.54922161173
1709,276151.5984424603
1710,232654.16833062767
1711,266809.9831935426
1712,278852.29899531027
1713,270216.89640782826
1714,224323.05713203465
1715,202129.79783549783
1716,191078.16694534634
1717,161889.58509379515
1718,140161.73015873012
1719,206489.10647817465
1720,254850.41283730156
1721,168641.7238140332
1722,135723.80749007937
1723,164334.72242063493
1724,224566.76349206347
1725,226399.61530483406
1726,192911.22875180378
1727,181553.55972222215
1728,182261.27042506103
1729,168248.24160485348
1730,166245.98574037076
1731,122926.601525974
1732,130169.89646464647
1733,121315.6634359903
1734,131028.74836093858
1735,129691.63793995857
1736,120378.92424242424
1737,334552.351845238
1738,210690.48789682536
1739,301435.7590575397
1740,229511.09685515877
1741,193377.6354166667
1742,170380.97905601346
1743,173246.26984126985
1744,283893.22010912705
1745,210264.1087003968
1746,234626.17926587298
1747,213595.8875
1748,211651.47250631318
1749,163414.1920695971
1750,144799.4595436508
1751,217382.91875
1752,120723.565515873
1753,150679.75347222222
1754,200243.2141504329
1755,168449.85317099566
1756,122421.47670454546
1757,117082.46223304476
1758,153620.3954274892
1759,161380.0997294372
1760,163529.01488997115
1761,158520.20773809525
1762,178181.64945436508
1763,168341.1820887446
1764,117016.5173719336
1765,174932.18115079362
1766,173851.7065295815
1767,206714.80059523808
1768,137378.81097069598
1769,159780.74732142856
1770,147737.05044427194
1771,139311.27203012264
1772,139177.7992261905
1773,140935.67559523808
1774,144926.99048971862
1775,128251.10363455987
1776,127129.8152777778
