Id,SalePrice
1461,127158.4733356227
1462,147134.21825396823
1463,181677.16045329667
1464,185121.54412051398
1465,199584.94335776838
1466,186117.62279420142
1467,173000.9473214285
1468,174229.50943561553
1469,176131.03378246754
1470,128157.24191849816
1471,206472.12052518426
1472,98444.32834877542
1473,109804.58472985346
1474,150366.24082341272
1475,128475.50079365079
1476,362586.86211309524
1477,259427.3964061633
1478,312481.7803865627
1479,296242.69503878074
1480,435791.53626984125
1481,311907.3150960199
1482,208913.95874758688
1483,181177.5409623016
1484,179411.06752795813
1485,178104.44258207068
1486,200109.5517177267
1487,313814.55536706344
1488,232894.4258441559
1489,208653.26902958154
1490,226820.6492712843
1491,193327.03592379842
1492,103685.6478500666
1493,182848.75099206346
1494,293300.2027960928
1495,296325.31113067956
1496,239267.09556847432
1497,189603.66741071432
1498,157148.679265873
1499,153832.24961309525
1500,160093.90921626985
1501,170419.63204365078
1502,168406.862906746
1503,268628.3366392683
1504,230998.05179292927
1505,228120.8442712843
1506,178331.50634920638
1507,239687.7307142857
1508,197123.29659090907
1509,159846.433527861
1510,148966.40570887443
1511,146245.43343253963
1512,176420.8625
1513,144116.4958333333
1514,169040.38640873018
1515,206991.235151705
1516,162334.01001984128
1517,148260.55380952382
1518,136731.68143315017
1519,230963.7051085176
1520,137290.5466269841
1521,140701.4482593795
1522,158019.82152777776
1523,117296.7110299423
1524,116858.8228445166
1525,129010.09984668111
1526,126824.63239177488
1527,115628.21620851374
1528,130259.76336219336
1529,142729.45243055554
1530,164305.89769841268
1531,135927.26243513433
1532,103687.90110930735
1533,151180.34699675327
1534,118099.4337698413
1535,154142.92343073597
1536,123051.00273809527
1537,106463.66514880955
1538,158595.4944264069
1539,220789.50587572152
1540,127124.81001984127
1541,143409.50496031746
1542,140924.71294282106
1543,196874.0066575091
1544,90362.75045815296
1545,105969.79974747472
1546,133148.02183170995
1547,142978.73818993504
1548,128128.17898809523
1549,116960.28150613277
1550,138593.1385031635
1551,121902.07890512266
1552,152388.94340728718
1553,142672.31667748917
1554,122016.96821428572
1555,167967.02620851374
1556,105404.40536720221
1557,119805.37015873016
1558,103334.41250915753
1559,120403.84850288599
1560,149813.1426767677
1561,173490.7342857143
1562,129177.42971861472
1563,125902.31499665367
1564,167087.22227182542
1565,163173.52636904764
1566,222755.07464285716
1567,83726.80029685594
1568,224198.89325396824
1569,154348.07083333333
1570,143788.32530663785
1571,135666.46696428568
1572,139773.25783730161
1573,248900.21137655512
1574,139635.24953823953
1575,212086.38656024533
1576,246673.82441760105
1577,198759.20456198085
1578,145054.27391865075
1579,145974.1728896104
1580,191054.53411241533
1581,140853.70176497116
1582,129116.72625740487
1583,313930.7257437056
1584,238910.09365079366
1585,141946.51675824175
1586,84465.16952380953
1587,110512.29054846296
1588,146092.79706890328
1589,108421.34072871573
1590,136717.37019841268
1591,99572.1013888889
1592,127263.65679112554
1593,125265.77550595239
1594,135258.7020734127
1595,119636.63292748916
1596,202440.17643849208
1597,178028.4442857143
1598,186065.2119311244
1599,174278.3299062049
1600,190183.29919733043
1601,84309.15446657508
1602,113335.21417124542
1603,101400.12556006495
1604,284952.6324152237
1605,253414.2867141934
1606,169667.03710317455
1607,172133.38103632483
1608,218715.7236100059
1609,196191.52987777613
1610,169214.84085497836
1611,153683.23783119657
1612,184670.86928266176
1613,177868.49706890332
1614,127183.16769480519
1615,93537.63214285715
1616,89404.56349206349
1617,91397.79006410256
1618,125887.62086418697
1619,140247.38957048068
1620,178309.60544642856
1621,150979.4643037518
1622,141325.85342532466
1623,287215.75152777776
1624,218249.24798611115
1625,126252.68991071428
1626,168703.82521300187
1627,189280.36492299364
1628,276342.557220696
1629,177617.320734127
1630,330646.5612481962
1631,211991.09517593513
1632,236587.64788128543
1633,175033.83790674608
1634,183839.62844410707
1635,180887.23949513937
1636,168893.4709920635
1637,185632.42519841267
1638,192150.02436868686
1639,182402.80000541123
1640,243510.42726911977
1641,176074.74057539686
1642,230851.44653735156
1643,221503.72499195253
1644,223085.46781746027
1645,195207.05057615993
1646,153435.3392857143
1647,160165.90530233656
1648,137960.15993506493
1649,135695.8235002334
1650,127032.91170565544
1651,128240.60062158239
1652,98316.75529682738
1653,98910.28717814048
1654,154096.80712849242
1655,155261.91975198413
1656,148143.3246318224
1657,153712.52587849242
1658,152193.60836198114
1659,133730.79951678435
1660,161262.69970238098
1661,444543.61587301583
1662,345706.9952596709
1663,382736.22161706357
1664,446842.0315277778
1665,324055.8169047619
1666,336767.4914195527
1667,347616.209375
1668,324883.58908549784
1669,299794.9901683087
1670,350028.7623214285
1671,266191.8917965368
1672,415766.2781643405
1673,296984.7108928571
1674,251391.4785389611
1675,194332.57942940504
1676,197056.7325345638
1677,207627.57305555555
1678,431313.1967063494
1679,387381.91603140393
1680,334455.1849206349
1681,266606.4530432217
1682,310647.8933297258
1683,193327.70380711067
1684,175085.1344311938
1685,175409.94510619497
1686,181440.84591840216
1687,171996.7421428571
1688,194184.1396305084
1689,189194.31695582197
1690,183323.38736610612
1691,180144.9645066739
1692,264177.9883850177
1693,168762.51336580087
1694,181013.3619691931
1695,175029.6418192918
1696,272097.9243055556
1697,174513.32237484737
1698,338400.4783796064
1699,312678.8742023997
1700,246473.673284632
1701,250176.5921474359
1702,258086.45449314575
1703,258391.00077922083
1704,290940.42658549786
1705,235225.8087959957
1706,406749.64941468264
1707,214282.89783071092
1708,213554.40448983075
1709,281563.27370955434
1710,232362.76046154826
1711,265755.399207464
1712,264751.6642640693
1713,279782.23138584115
1714,220810.44090909092
1715,201880.8166666667
1716,182387.16853174602
1717,169351.4121031746
1718,134185.27609126986
1719,208396.61998647187
1720,248903.13060245314
1721,169172.8122582973
1722,127850.37549603175
1723,157998.7561616162
1724,212958.79995671
1725,233242.33273809525
1726,198017.17470238093
1727,177152.5396058802
1728,185908.1118217893
1729,165682.30128066373
1730,166213.02837988397
1731,129332.79046404983
1732,135063.74926878678
1733,120935.57275543905
1734,131157.35557539685
1735,136865.88622835503
1736,120801.57712530528
1737,306652.04400793655
1738,210365.85414682544
1739,269681.1008730158
1740,214322.07339285716
1741,201022.09448412704
1742,168174.08680555556
1743,177884.34464285715
1744,267854.6134820041
1745,213519.70952380952
1746,225521.3492361111
1747,199201.4130772006
1748,210188.90610119049
1749,155390.7477824463
1750,144530.04154942278
1751,215720.64384920633
1752,121536.23052780554
1753,150561.2202380952
1754,188146.6007936508
1755,166344.33405934344
1756,128645.34731123042
1757,118561.41447065189
1758,153615.65606893104
1759,164962.0017857143
1760,167081.67167207794
1761,154979.2580107393
1762,173409.5145634921
1763,167596.49049889654
1764,122567.27983183487
1765,157034.33617216122
1766,174070.77948412695
1767,213276.29174603178
1768,143779.50396825396
1769,162870.29748482726
1770,151019.37819264072
1771,127953.2874007936
1772,137471.20669642856
1773,145139.08867451997
1774,147066.19145299145
1775,131444.41200396823
1776,123411.26943993507
1777,112049.34821428572
1778,128403.22694264069
1779,120062.88124847377
1780,176287.53451659452
1781,125810.6005570818
1782,105204.15059523813
1783,145334.95896825398
1784,112738.55207264956
1785,122406.06642857144
1786,160048.62797619047
1787,165419.3805050505
1788,87755.70833513708
1789,106244.13846500721
1790,99178.35217261905
1791,188329.7300496032
1792,149071.1046626984
1793,149718.4121753247
1794,140207.05841450216
1795,136053.1108630952
1796,140189.5387087912
1797,120746.40121031746
1798,120890.39813311685
1799,104823.72558531747
1800,130090.74029761902
1801,131268.1645535714
1802,148858.9435714286
1803,155261.1673232323
1804,143992.41210317463
1805,136499.0744047619
1806,111580.73543650794
1807,133530.94577922078
1808,138357.0091269841
1809,127800.56099747475
1810,144056.10119047615
1811,125322.49869227994
1812,105496.89757034632
1813,127342.20638528137
1814,102208.77787157288
1815,78712.91724206349
1816,99887.51527777777
1817,135550.9262536075
1818,152556.4930357143
1819,126745.9757936508
1820,87718.10873015872
1821,119551.49219155847
1822,150596.3148060967
1823,80548.81251803752
1824,137250.88938492065
1825,146301.22835497835
1826,107349.77380952379
1827,112346.00782203904
1828,129262.9623015873
1829,109099.71513347763
1830,132136.38333333333
1831,145242.77527777778
1832,120241.22379960318
1833,139033.11672077922
1834,131065.3825595238
1835,136570.75812590186
1836,121150.98154761906
1837,98338.05555555555
1838,132696.05376984127
1839,100613.45767600457
1840,155890.88972763345
1841,134050.83364989178
1842,104567.71887987011
1843,140008.51845238096
1844,145871.59572510823
1845,147515.82283549785
1846,151444.1792478355
1847,172159.51644841267
1848,71256.63204365081
1849,117074.82209554335
1850,129035.88282467533
1851,154129.97440476192
1852,127605.86619047618
1853,144907.29088203463
1854,169858.63868145744
1855,171723.53174603172
1856,211933.7301190476
1857,189944.84499007935
1858,138240.2428105922
1859,123701.76550595237
1860,153941.06737824675
1861,123701.76550595237
1862,260757.83964368966
1863,258995.13785797538
1864,258995.13785797538
1865,315282.0028823953
1866,328716.4920490621
1867,232110.89003787882
1868,300016.5878463204
1869,206038.9690055234
1870,233507.292836682
1871,255803.70344218286
1872,175427.56233454045
1873,221829.1202453103
1874,140373.61755952382
1875,197266.5581845238
1876,195581.1837698924
